"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"22.07.2013","234,65","235,25","235,65","232,40","5,42B","0,04%"
"19.07.2013","234,55","233,50","237,65","231,90","4,42B","0,13%"
"18.07.2013","234,25","239,95","240,60","231,25","9,45B","-1,93%"
"17.07.2013","238,85","236,60","239,95","234,50","4,27B","1,21%"
"16.07.2013","236,00","233,70","237,10","232,95","5,43B","-0,15%"
"15.07.2013","236,35","236,75","237,70","232,60","3,72B","0,57%"
"12.07.2013","235,00","234,30","237,00","232,90","7,49B","0,02%"
"11.07.2013","234,95","231,40","235,05","230,80","7,41B","2,94%"
"10.07.2013","228,25","234,80","234,80","227,60","3,85B","-2,83%"
"09.07.2013","234,90","237,35","238,40","233,65","3,88B","-0,45%"
"08.07.2013","235,95","236,45","238,20","234,65","2,65B","-0,88%"
"05.07.2013","238,05","237,45","241,25","236,20","4,33B","0,55%"
"04.07.2013","236,75","236,20","238,15","232,90","2,50B","0,85%"
"03.07.2013","234,75","236,10","236,25","232,85","3,36B","-0,95%"
"02.07.2013","237,00","235,90","238,20","232,70","4,47B","0,32%"
"01.07.2013","236,25","235,40","238,65","232,75","4,14B","0,62%"
"28.06.2013","234,80","237,25","239,85","231,45","3,60B","-1,18%"
"27.06.2013","237,60","246,55","247,30","236,05","3,13B","-3,24%"
"26.06.2013","245,55","240,65","246,45","239,65","2,19B","2,25%"
"25.06.2013","240,15","236,50","241,95","236,45","2,52B","2,10%"
"24.06.2013","235,20","239,30","241,55","235,20","2,97B","-1,59%"
"21.06.2013","239,00","233,00","240,85","232,60","4,25B","1,88%"
"20.06.2013","234,60","239,90","240,50","234,00","5,47B","-3,64%"
"19.06.2013","243,45","245,20","246,80","243,05","4,73B","-0,53%"
"18.06.2013","244,75","240,00","246,45","238,00","4,05B","1,62%"
"17.06.2013","240,85","240,20","242,90","239,65","4,99B","1,41%"
"14.06.2013","237,50","234,70","237,50","232,30","5,59B","2,17%"
"13.06.2013","232,45","232,00","234,40","229,85","5,59B","-2,11%"
"11.06.2013","237,45","237,55","239,85","233,05","5,92B","-0,44%"
"10.06.2013","238,50","240,50","243,60","235,80","5,14B","0,15%"
"07.06.2013","238,15","239,80","239,80","233,45","4,51B","2,10%"
"06.06.2013","233,25","234,90","240,05","232,75","6,42B","-1,17%"
"05.06.2013","236,00","238,50","250,25","234,50","8,41B","-1,71%"
"04.06.2013","240,10","236,35","242,20","236,35","7,50B","2,74%"
"03.06.2013","233,70","230,00","237,90","225,65","7,82B","0,88%"
"31.05.2013","231,65","228,70","231,65","223,30","13,38B","1,09%"
"30.05.2013","229,15","228,50","229,60","223,25","9,18B","-0,24%"
"29.05.2013","229,70","235,40","235,95","228,25","8,35B","-3,51%"
"28.05.2013","238,05","235,50","239,50","233,50","4,72B","2,28%"
"27.05.2013","232,75","235,65","236,95","232,15","4,64B","-0,13%"
"24.05.2013","233,05","240,00","241,15","232,75","12,76B","-2,57%"
"23.05.2013","239,20","242,50","242,50","234,10","7,03B","-3,37%"
"22.05.2013","247,55","243,00","250,60","239,35","10,13B","3,04%"
"21.05.2013","240,25","230,00","242,35","229,50","12,40B","3,29%"
"20.05.2013","232,60","230,10","234,75","225,50","8,25B","3,56%"
"17.05.2013","224,60","220,00","226,25","218,25","9,23B","1,31%"
"16.05.2013","221,70","226,50","226,80","220,10","7,93B","-2,33%"
"15.05.2013","227,00","230,45","230,45","222,40","11,80B","-1,09%"
"14.05.2013","229,50","235,45","236,35","229,50","8,89B","-2,80%"
"13.05.2013","236,10","245,10","246,30","233,45","8,11B","-5,35%"
"10.05.2013","249,45","251,85","255,50","242,45","9,09B","-1,89%"
"08.05.2013","254,25","250,05","257,55","250,05","9,44B","0,39%"
"07.05.2013","253,25","246,60","253,25","245,05","19,98B","2,72%"
"06.05.2013","246,55","245,45","249,45","242,15","31,82B","0,43%"
"03.05.2013","245,50","243,50","248,95","242,25","21,82B","0,49%"
"02.05.2013","244,30","247,15","249,85","236,90","35,48B","-1,77%"
"30.04.2013","248,70","235,00","248,85","225,05","37,02B","5,20%"
"29.04.2013","236,40","222,50","237,30","215,75","73,24B","4,00%"
"26.04.2013","227,30","225,50","228,95","221,75","29,04B","0,80%"
"25.04.2013","225,50","232,75","232,75","219,50","21,93B","-1,10%"
"24.04.2013","228,00","228,30","236,65","226,85","16,38B","-0,61%"
"23.04.2013","229,40","222,50","229,40","221,65","12,44B","3,54%"
"22.04.2013","221,55","220,85","226,00","220,20","14,75B","1,16%"
"19.04.2013","219,00","221,40","221,40","215,45","13,61B","0,64%"
"18.04.2013","217,60","219,10","224,20","217,05","12,51B","-0,84%"
"17.04.2013","219,45","229,10","229,20","217,95","13,00B","-3,24%"
"16.04.2013","226,80","226,50","233,80","226,00","12,69B","-0,64%"
"15.04.2013","228,25","234,10","234,20","227,00","10,69B","-2,79%"
"12.04.2013","234,80","238,70","239,80","232,90","8,46B","-2,00%"
"11.04.2013","239,60","242,00","242,40","236,85","14,21B","-0,44%"
"10.04.2013","240,65","245,25","248,50","239,35","7,66B","-2,19%"
"09.04.2013","246,05","241,70","248,85","238,70","9,59B","3,49%"
"08.04.2013","237,75","234,35","242,10","233,00","10,76B","1,32%"
"05.04.2013","234,65","238,05","239,05","225,55","12,47B","-0,70%"
"04.04.2013","236,30","240,50","245,00","236,30","6,35B","-2,05%"
"03.04.2013","241,25","244,65","260,10","241,25","7,52B","-1,83%"
"02.04.2013","245,75","247,75","249,20","245,05","3,74B","-0,18%"
"01.04.2013","246,20","247,25","251,50","245,90","2,36B","-1,26%"
"29.03.2013","249,35","250,00","250,00","247,70","1,21B","0,16%"
"28.03.2013","248,95","238,50","249,40","238,50","4,23B","3,28%"
"27.03.2013","241,05","247,30","249,35","238,30","4,06B","-2,41%"
"26.03.2013","247,00","253,45","262,50","243,25","5,61B","-2,04%"
"25.03.2013","252,15","259,05","259,70","251,90","35,45B","-1,50%"
"22.03.2013","256,00","258,00","259,35","256,00","24,19B","-0,93%"
"21.03.2013","258,40","263,95","263,95","257,90","33,05B","-1,34%"
"20.03.2013","261,90","258,65","264,30","258,00","40,53B","1,75%"
"19.03.2013","257,40","262,50","264,45","255,75","44,82B","-1,70%"
"18.03.2013","261,85","271,00","271,95","260,30","78,39B","-5,38%"
"15.03.2013","276,75","278,45","279,65","276,40","31,76B","-0,11%"
"14.03.2013","277,05","277,10","279,25","275,30","30,21B","-0,61%"
"13.03.2013","278,75","278,70","281,80","278,00","31,31B","-0,09%"
"12.03.2013","279,00","280,30","280,30","278,00","13,28B","-0,14%"
"11.03.2013","279,40","280,30","282,35","279,00","19,52B","0,13%"
"07.03.2013","279,05","280,25","280,25","278,10","10,22B","0,00%"
"06.03.2013","279,05","282,00","282,95","278,90","21,05B","-0,75%"
"05.03.2013","281,15","278,50","281,90","277,95","21,28B","1,32%"
"04.03.2013","277,50","277,50","280,55","275,75","20,08B","-0,38%"
"01.03.2013","278,55","277,50","282,70","276,00","45,83B","-0,30%"
"28.02.2013","279,40","279,10","283,30","277,90","54,84B","1,32%"
"27.02.2013","275,75","273,90","276,50","271,30","32,58B","0,68%"
"26.02.2013","273,90","269,00","279,45","267,85","99,75B","-0,20%"
"25.02.2013","274,45","273,25","274,70","268,80","26,25B","0,99%"
"22.02.2013","271,75","274,45","275,50","270,35","22,74B","-0,60%"
"21.02.2013","273,40","280,00","281,05","271,30","61,74B","-3,88%"
"20.02.2013","284,45","283,00","289,10","279,50","70,72B","0,71%"
"19.02.2013","282,45","280,50","282,85","278,60","23,33B","0,89%"
"18.02.2013","279,95","279,80","283,20","277,50","20,33B","0,00%"
"15.02.2013","279,95","283,80","284,70","275,50","42,67B","-0,85%"
"14.02.2013","282,35","278,75","292,15","278,30","168,01B","1,49%"
"13.02.2013","278,20","264,60","278,45","264,60","87,47B","5,38%"
"12.02.2013","264,00","265,00","267,05","262,15","22,72B","-0,56%"
"11.02.2013","265,50","269,70","269,70","265,15","24,96B","-0,99%"
"08.02.2013","268,15","271,50","271,75","267,15","38,99B","-1,09%"
"07.02.2013","271,10","271,00","272,35","268,40","32,41B","0,37%"
"06.02.2013","270,10","277,50","279,25","270,05","45,54B","-2,31%"
"05.02.2013","276,50","274,40","276,60","272,60","18,60B","0,40%"
"04.02.2013","275,40","282,75","283,00","274,40","33,01B","-1,91%"
"01.02.2013","280,75","279,90","284,25","279,10","30,09B","0,59%"
"31.01.2013","279,10","279,50","279,85","275,55","38,01B","-0,48%"
"30.01.2013","280,45","291,00","292,50","280,05","61,81B","-3,29%"
"29.01.2013","290,00","297,00","297,00","289,55","30,93B","-2,18%"
"28.01.2013","296,45","296,55","297,50","295,25","23,21B","0,25%"
"25.01.2013","295,70","294,75","296,80","293,40","22,21B","0,25%"
"24.01.2013","294,95","296,05","296,50","292,75","29,89B","-0,81%"
"23.01.2013","297,35","298,30","301,80","295,75","58,47B","0,19%"
"22.01.2013","296,80","292,35","298,20","287,05","45,27B","1,77%"
"21.01.2013","291,65","291,75","292,40","289,25","14,46B","0,17%"
"18.01.2013","291,15","290,00","292,00","289,65","27,12B","0,83%"
"17.01.2013","288,75","288,05","290,50","287,20","17,59B","0,07%"
"16.01.2013","288,55","287,75","289,70","285,25","35,29B","0,54%"
"15.01.2013","287,00","287,50","291,65","286,30","29,62B","-0,61%"
"14.01.2013","288,75","289,00","292,95","287,10","45,75B","0,36%"
"11.01.2013","287,70","277,05","290,20","277,00","74,71B","4,16%"
"10.01.2013","276,20","274,75","276,25","273,70","22,28B","0,82%"
"09.01.2013","273,95","275,00","275,45","272,30","20,49B","-0,24%"
"08.01.2013","274,60","275,00","277,00","274,15","23,56B","2,48%"
"28.12.2012","267,95","270,85","271,00","267,85","20,26B","-1,16%"
"27.12.2012","271,10","272,05","274,00","270,85","14,72B","0,06%"
"26.12.2012","270,95","265,70","271,40","265,70","6,12B","0,17%"
"25.12.2012","270,50","270,45","270,85","269,80","8,22B","0,17%"
"24.12.2012","270,05","271,60","271,85","269,75","10,16B","-0,64%"
"21.12.2012","271,80","269,00","272,35","269,00","20,38B","-0,24%"
"20.12.2012","272,45","271,70","276,35","270,50","38,90B","-0,69%"
"19.12.2012","274,35","276,05","277,10","273,65","19,17B","-0,07%"
"18.12.2012","274,55","271,80","275,20","271,80","26,01B","1,61%"
"17.12.2012","270,20","269,95","270,95","268,40","17,15B","0,24%"
"14.12.2012","269,55","270,05","271,30","267,75","22,51B","0,06%"
"13.12.2012","269,40","269,00","269,85","265,70","38,27B","0,52%"
"12.12.2012","268,00","264,40","268,65","264,20","34,89B","1,79%"
"11.12.2012","263,30","261,60","264,50","260,65","23,09B","0,63%"
"10.12.2012","261,65","263,05","264,35","261,25","17,77B","-0,40%"
"07.12.2012","262,70","263,50","263,50","260,00","18,40B","-0,02%"
"06.12.2012","262,75","262,15","265,80","261,10","26,54B","0,48%"
"05.12.2012","261,50","261,50","265,10","261,15","25,20B","0,50%"
"04.12.2012","260,20","261,50","263,35","259,60","17,46B","-1,10%"
"03.12.2012","263,10","261,50","263,85","260,15","18,55B","1,33%"
"30.11.2012","259,65","258,15","262,80","256,50","26,35B","0,62%"
"29.11.2012","258,05","258,80","260,30","256,70","19,24B","0,80%"
"28.11.2012","256,00","257,25","258,85","255,50","18,43B","-1,12%"
"27.11.2012","258,90","263,40","264,40","256,90","30,01B","-1,18%"
"26.11.2012","262,00","264,55","265,95","261,45","19,75B","-0,59%"
"23.11.2012","263,55","262,00","265,25","259,75","21,72B","0,98%"
"22.11.2012","261,00","262,85","262,85","259,85","20,86B","0,27%"
"21.11.2012","260,30","258,05","261,75","257,60","21,95B","0,31%"
"20.11.2012","259,50","261,00","261,00","257,95","24,14B","-0,19%"
"19.11.2012","260,00","260,50","262,80","259,55","27,38B","0,50%"
"16.11.2012","258,70","254,10","260,40","253,40","40,08B","1,41%"
"15.11.2012","255,10","251,25","255,60","251,00","31,00B","0,45%"
"14.11.2012","253,95","257,50","259,75","251,20","35,85B","-0,99%"
"13.11.2012","256,50","260,50","261,95","254,80","37,28B","-2,45%"
"12.11.2012","262,95","264,00","265,25","261,40","27,31B","-0,25%"
"09.11.2012","263,60","265,70","267,35","260,00","34,97B","-1,44%"
"08.11.2012","267,45","268,55","272,10","263,70","34,19B","-1,18%"
"07.11.2012","270,65","275,00","278,60","270,25","28,64B","-1,55%"
"06.11.2012","274,90","268,25","275,25","268,25","19,74B","1,53%"
"02.11.2012","270,75","272,50","274,25","269,75","20,83B","-0,82%"
"01.11.2012","273,00","272,35","274,05","268,20","26,64B","0,18%"
"31.10.2012","272,50","275,00","277,75","271,60","20,97B","-0,82%"
"30.10.2012","274,75","276,80","280,95","274,65","30,66B","-1,24%"
"29.10.2012","278,20","277,50","281,45","276,55","25,41B","-0,11%"
"26.10.2012","278,50","270,60","281,15","270,00","50,55B","1,75%"
"25.10.2012","273,70","271,40","274,95","269,85","29,77B","1,31%"
"24.10.2012","270,15","270,85","271,45","265,20","28,78B","0,20%"
"23.10.2012","269,60","271,15","273,80","268,60","29,31B","-1,10%"
"22.10.2012","272,60","269,30","272,95","268,30","22,60B","0,83%"
"19.10.2012","270,35","275,00","275,10","270,00","23,28B","-1,69%"
"18.10.2012","275,00","277,20","280,25","274,50","33,74B","-0,36%"
"17.10.2012","276,00","271,00","277,35","269,75","40,56B","2,03%"
"16.10.2012","270,50","270,60","271,25","268,50","20,63B","0,58%"
"15.10.2012","268,95","269,25","271,60","268,05","17,22B","-0,20%"
"12.10.2012","269,50","272,50","272,90","268,05","21,14B","-1,10%"
"11.10.2012","272,50","268,15","273,50","267,85","23,33B","1,06%"
"10.10.2012","269,65","269,90","271,30","268,50","19,82B","-0,52%"
"09.10.2012","271,05","273,50","274,35","270,45","18,77B","-0,57%"
"08.10.2012","272,60","272,50","273,75","271,20","22,85B","-0,73%"
"05.10.2012","274,60","273,05","276,70","271,30","36,05B","1,57%"
"04.10.2012","270,35","273,05","275,20","268,85","35,15B","-0,75%"
"03.10.2012","272,40","270,90","274,50","269,50","48,13B","0,07%"
"02.10.2012","272,20","267,55","272,75","266,10","46,69B","1,17%"
"01.10.2012","269,05","262,50","269,25","261,80","42,23B","1,39%"
"28.09.2012","265,35","273,55","273,65","262,60","58,60B","-1,56%"
"27.09.2012","269,55","270,05","271,25","264,25","49,55B","0,92%"
"26.09.2012","267,10","274,00","274,65","265,50","44,25B","-3,75%"
"25.09.2012","277,50","280,00","281,50","277,00","28,18B","-0,70%"
"24.09.2012","279,45","279,05","280,05","276,40","29,03B","-0,90%"
"21.09.2012","282,00","280,00","287,25","278,50","76,67B","1,40%"
"20.09.2012","278,10","275,75","279,65","272,80","56,71B","-0,71%"
"19.09.2012","280,10","290,00","293,35","276,15","98,51B","-2,91%"
"18.09.2012","288,50","294,80","295,40","287,75","39,72B","-2,45%"
"17.09.2012","295,75","298,10","299,80","293,65","47,99B","-1,58%"
"14.09.2012","300,50","291,55","301,00","291,50","96,68B","6,24%"
"13.09.2012","282,85","285,85","286,85","281,75","23,97B","-0,95%"
"12.09.2012","285,55","288,25","290,60","285,50","39,02B","-0,51%"
"11.09.2012","287,00","281,90","288,25","280,00","33,37B","1,18%"
"10.09.2012","283,65","283,00","285,25","281,55","28,39B","0,07%"
"07.09.2012","283,45","273,20","284,50","273,20","67,47B","4,02%"
"06.09.2012","272,50","265,15","273,20","263,80","40,83B","3,51%"
"05.09.2012","263,25","266,05","266,95","263,05","25,49B","-1,13%"
"04.09.2012","266,25","269,05","269,75","266,00","33,51B","-1,00%"
"03.09.2012","268,95","267,50","270,30","266,85","29,63B","0,73%"
"31.08.2012","267,00","266,75","267,85","263,15","35,42B","0,32%"
"30.08.2012","266,15","271,75","273,75","265,10","38,49B","-2,10%"
"29.08.2012","271,85","278,70","280,70","271,50","28,11B","-2,35%"
"28.08.2012","278,40","277,25","281,50","276,60","18,82B","0,07%"
"27.08.2012","278,20","279,75","280,60","277,00","13,92B","-0,32%"
"24.08.2012","279,10","275,00","279,45","275,00","22,57B","0,18%"
"23.08.2012","278,60","280,85","285,00","277,80","34,42B","0,18%"
"22.08.2012","278,10","277,50","279,40","276,15","20,10B","-1,05%"
"21.08.2012","281,05","275,85","281,20","275,60","24,12B","2,13%"
"20.08.2012","275,20","280,05","280,85","274,25","25,40B","-1,47%"
"17.08.2012","279,30","282,55","283,25","279,10","16,17B","-0,57%"
"16.08.2012","280,90","283,70","283,95","278,35","18,70B","-0,09%"
"15.08.2012","281,15","283,95","284,05","278,00","30,81B","-1,40%"
"14.08.2012","285,15","287,40","288,30","283,90","29,03B","0,04%"
"13.08.2012","285,05","284,45","289,40","281,85","33,55B","0,71%"
"10.08.2012","283,05","284,35","285,95","279,65","26,14B","-1,44%"
"09.08.2012","287,20","288,55","291,00","282,60","33,39B","0,07%"
"08.08.2012","287,00","289,00","289,30","285,00","37,01B","-1,20%"
"07.08.2012","290,50","284,50","291,35","279,60","49,77B","1,77%"
"06.08.2012","285,45","276,50","287,35","275,00","49,33B","3,99%"
"03.08.2012","274,50","265,85","275,20","265,85","33,18B","2,62%"
"02.08.2012","267,50","268,45","275,25","261,00","50,13B","-0,47%"
"01.08.2012","268,75","264,95","270,30","263,35","23,96B","1,36%"
"31.07.2012","265,15","269,75","269,75","264,20","24,16B","-1,08%"
"30.07.2012","268,05","264,65","269,95","263,05","34,83B","2,31%"
"27.07.2012","262,00","260,75","262,45","259,60","29,52B","1,06%"
"26.07.2012","259,25","257,45","260,30","254,50","35,57B","1,53%"
"25.07.2012","255,35","254,05","260,75","252,50","48,37B","-0,27%"
"24.07.2012","256,05","258,50","259,60","252,65","35,69B","-0,37%"
"23.07.2012","257,00","267,50","268,00","255,70","44,97B","-4,73%"
"20.07.2012","269,75","275,00","275,50","269,00","29,58B","-2,12%"
"19.07.2012","275,60","277,50","280,20","275,25","27,74B","-0,13%"
"18.07.2012","275,95","277,65","278,85","273,05","20,27B","-0,31%"
"17.07.2012","276,80","280,25","281,90","275,85","31,88B","-0,43%"
"16.07.2012","278,00","278,00","281,50","275,25","28,60B","0,00%"
"13.07.2012","278,00","274,00","279,55","272,20","34,41B","2,49%"
"12.07.2012","271,25","278,60","278,60","269,00","34,98B","-2,25%"
"11.07.2012","277,50","283,50","284,00","275,25","37,80B","-2,85%"
"10.07.2012","285,65","280,65","290,90","280,05","39,40B","1,12%"
"09.07.2012","282,50","280,05","283,75","280,05","20,28B","0,44%"
"06.07.2012","281,25","290,10","293,40","279,10","46,19B","-4,01%"
"05.07.2012","293,00","300,05","300,75","289,05","63,20B","-2,75%"
"04.07.2012","301,30","303,60","304,45","299,75","29,58B","-0,99%"
"03.07.2012","304,30","296,75","305,65","294,25","35,85B","3,57%"
"02.07.2012","293,80","284,40","296,60","283,50","37,21B","2,96%"
"29.06.2012","285,35","274,00","286,80","273,20","35,48B","6,26%"
"28.06.2012","268,55","281,00","282,00","268,55","24,87B","-4,06%"
"27.06.2012","279,90","277,25","281,00","273,75","16,21B","1,69%"
"26.06.2012","275,25","273,95","278,40","272,65","20,26B","0,47%"
"25.06.2012","273,95","278,60","278,60","270,50","18,56B","-1,72%"
"22.06.2012","278,75","280,00","280,65","275,85","21,93B","-2,02%"
"21.06.2012","284,50","281,20","289,85","280,00","20,35B","0,04%"
"20.06.2012","284,40","292,50","292,50","283,50","18,13B","-2,44%"
"19.06.2012","291,50","286,50","292,70","285,05","19,66B","1,23%"
"18.06.2012","287,95","288,50","290,75","285,50","24,06B","1,93%"
"15.06.2012","282,50","279,90","282,50","279,00","24,81B","1,62%"
"14.06.2012","278,00","278,50","278,85","276,00","13,43B","-0,55%"
"13.06.2012","279,55","275,50","280,60","273,85","24,08B","1,19%"
"09.06.2012","276,25","276,30","277,10","275,25","3,89B","0,69%"
"08.06.2012","274,35","272,75","274,70","269,80","30,38B","-0,67%"
"07.06.2012","276,20","268,95","277,20","264,40","36,81B","3,45%"
"06.06.2012","267,00","265,00","267,85","261,55","25,40B","1,91%"
"05.06.2012","262,00","263,50","265,00","259,30","19,22B","0,54%"
"04.06.2012","260,60","255,35","262,85","251,65","22,72B","1,03%"
"01.06.2012","257,95","265,00","267,00","256,05","31,83B","-2,79%"
"31.05.2012","265,35","267,55","271,50","260,50","33,34B","-0,84%"
"30.05.2012","267,60","275,05","276,40","266,55","32,37B","-3,79%"
"29.05.2012","278,15","272,50","279,15","270,65","24,97B","3,11%"
"28.05.2012","269,75","273,80","277,50","268,75","18,29B","-0,28%"
"25.05.2012","270,50","271,00","277,30","268,25","25,79B","-0,44%"
"24.05.2012","271,70","270,50","274,10","260,70","29,64B","1,87%"
"23.05.2012","266,70","279,50","279,55","266,60","25,22B","-5,91%"
"22.05.2012","283,45","282,30","284,20","277,05","25,09B","1,40%"
"21.05.2012","279,55","272,40","280,80","270,00","23,67B","2,97%"
"18.05.2012","271,50","265,00","281,00","255,35","47,76B","-0,37%"
"17.05.2012","272,50","286,50","288,70","268,55","45,14B","-4,39%"
"16.05.2012","285,00","280,00","286,60","274,55","39,52B","0,49%"
"15.05.2012","283,60","283,90","285,90","280,20","31,40B","0,42%"
"14.05.2012","282,40","292,25","294,10","280,20","26,95B","-4,09%"
"12.05.2012","294,45","290,70","295,00","289,50","5,42B","0,96%"
"11.05.2012","291,65","290,00","294,30","286,25","25,86B","-0,80%"
"10.05.2012","294,00","284,50","297,30","284,40","27,33B","2,83%"
"08.05.2012","285,90","293,75","293,75","283,85","15,30B","-1,21%"
"07.05.2012","289,40","290,00","293,25","282,55","12,59B","-1,91%"
"05.05.2012","295,05","295,50","297,50","293,00","4,60B","-0,74%"
"04.05.2012","297,25","309,00","309,25","294,10","30,28B","-4,02%"
"03.05.2012","309,70","311,50","315,40","308,10","16,32B","-0,19%"
"02.05.2012","310,30","315,50","320,45","310,10","18,82B","-1,80%"
"28.04.2012","316,00","317,35","317,35","315,10","3,61B","-0,14%"
"27.04.2012","316,45","313,25","316,50","310,55","27,51B","0,25%"
"26.04.2012","315,65","327,50","327,50","314,50","25,94B","-3,15%"
"25.04.2012","325,90","319,50","326,75","316,35","38,52B","2,65%"
"24.04.2012","317,50","317,50","320,55","311,70","27,93B","0,75%"
"23.04.2012","315,15","327,55","327,70","315,00","25,61B","-4,08%"
"20.04.2012","328,55","322,55","330,00","322,00","20,92B","1,25%"
"19.04.2012","324,50","320,00","327,55","319,75","30,84B","1,55%"
"18.04.2012","319,55","325,00","325,50","318,00","18,92B","-0,06%"
"17.04.2012","319,75","321,00","321,95","316,50","26,12B","-0,14%"
"16.04.2012","320,20","327,50","328,85","320,05","30,10B","-2,67%"
"13.04.2012","329,00","334,00","335,00","327,80","28,11B","-0,80%"
"12.04.2012","331,65","336,50","337,00","327,55","37,52B","-0,76%"
"11.04.2012","334,20","332,50","336,70","330,55","24,73B","0,24%"
"10.04.2012","333,40","338,85","341,50","333,40","25,89B","-1,54%"
"09.04.2012","338,60","335,00","339,35","330,25","19,99B","0,97%"
"06.04.2012","335,35","341,65","342,25","334,40","13,65B","-1,76%"
"05.04.2012","341,35","339,05","342,35","333,60","46,69B","1,20%"
"04.04.2012","337,30","344,50","350,35","335,55","50,89B","-3,32%"
"03.04.2012","348,90","344,00","349,80","343,00","33,25B","2,21%"
"02.04.2012","341,35","337,50","344,35","335,50","29,80B","1,97%"
"30.03.2012","334,75","331,50","340,35","331,00","39,61B","2,06%"
"29.03.2012","328,00","336,75","339,10","327,00","41,35B","-2,81%"
"28.03.2012","337,50","345,50","347,75","335,55","35,12B","-2,88%"
"27.03.2012","347,50","354,85","355,55","345,50","31,46B","-1,49%"
"26.03.2012","352,75","343,55","353,50","342,35","32,13B","3,17%"
"23.03.2012","341,90","338,65","342,35","335,90","25,26B","1,23%"
"22.03.2012","337,75","344,50","346,95","336,25","30,68B","-1,96%"
"21.03.2012","344,50","348,95","351,75","340,60","38,96B","-0,58%"
"20.03.2012","346,50","360,35","362,75","346,10","34,24B","-4,11%"
"19.03.2012","361,35","369,00","370,00","357,95","29,23B","-1,90%"
"16.03.2012","368,35","365,60","368,35","359,30","45,09B","0,75%"
"15.03.2012","365,60","364,25","371,25","363,65","52,21B","-0,26%"
"14.03.2012","366,55","363,55","369,65","357,50","93,15B","1,96%"
"13.03.2012","359,50","361,40","361,40","357,10","22,19B","0,84%"
"12.03.2012","356,50","360,00","361,20","355,15","31,12B","-1,25%"
"11.03.2012","361,00","359,95","364,35","359,55","11,63B","1,82%"
"07.03.2012","354,55","349,80","355,95","349,00","22,80B","0,68%"
"06.03.2012","352,15","367,50","368,40","351,25","48,79B","-4,75%"
"05.03.2012","369,70","365,15","373,35","364,50","59,48B","1,51%"
"02.03.2012","364,20","366,55","368,00","359,55","48,32B","-0,04%"
"01.03.2012","364,35","359,55","365,50","357,50","31,87B","0,55%"
"29.02.2012","362,35","359,45","364,00","357,75","33,70B","1,54%"
"28.02.2012","356,85","367,50","369,75","356,30","41,30B","-2,19%"
"27.02.2012","364,85","360,25","369,15","360,00","55,62B","1,28%"
"24.02.2012","360,25","350,00","361,10","346,50","49,14B","4,01%"
"22.02.2012","346,35","352,50","354,75","345,95","28,26B","-1,61%"
"21.02.2012","352,00","356,95","357,00","349,55","28,11B","-1,37%"
"20.02.2012","356,90","358,45","360,45","354,50","23,73B","0,54%"
"17.02.2012","355,00","359,20","359,45","352,80","27,40B","-0,01%"
"16.02.2012","355,05","355,00","356,00","351,10","31,32B","-1,27%"
"15.02.2012","359,60","358,95","362,90","356,85","43,40B","1,31%"
"14.02.2012","354,95","352,50","359,95","350,55","60,28B","0,35%"
"13.02.2012","353,70","342,20","354,45","341,30","52,35B","4,61%"
"10.02.2012","338,10","342,40","343,40","336,00","28,89B","-2,00%"
"09.02.2012","345,00","352,35","353,80","341,40","54,35B","-1,57%"
"08.02.2012","350,50","357,50","359,65","348,00","47,41B","-1,28%"
"07.02.2012","355,05","362,50","363,65","352,75","47,05B","-2,08%"
"06.02.2012","362,60","366,50","367,95","361,05","42,56B","-0,77%"
"03.02.2012","365,40","365,95","368,20","359,15","64,39B","0,81%"
"02.02.2012","362,45","361,90","374,65","358,20","128,16B","0,96%"
"01.02.2012","359,00","351,65","361,55","349,15","41,09B","1,83%"
"31.01.2012","352,55","356,50","356,95","351,30","30,46B","0,77%"
"30.01.2012","349,85","350,05","357,00","346,00","43,86B","-0,84%"
"27.01.2012","352,80","352,50","367,50","351,55","85,22B","-0,93%"
"26.01.2012","356,10","342,40","361,05","341,10","108,45B","5,32%"
"25.01.2012","338,10","329,00","338,25","328,65","50,57B","2,89%"
"24.01.2012","328,60","327,50","328,90","325,75","24,29B","0,03%"
"23.01.2012","328,50","325,10","329,25","320,80","32,68B","0,98%"
"20.01.2012","325,30","332,00","332,50","324,15","27,82B","-1,87%"
"19.01.2012","331,50","335,05","335,55","330,40","33,32B","-0,02%"
"18.01.2012","331,55","330,00","333,35","326,65","32,94B","0,17%"
"17.01.2012","331,00","325,75","331,30","325,50","35,75B","2,56%"
"16.01.2012","322,75","319,25","326,40","318,50","29,19B","0,17%"
"13.01.2012","322,20","317,15","326,15","316,00","72,78B","2,19%"
"12.01.2012","315,30","312,10","318,95","310,50","38,68B","1,09%"
"11.01.2012","311,90","311,50","319,35","310,05","37,67B","-0,53%"
"10.01.2012","313,55","306,45","313,55","306,05","34,30B","3,46%"
"09.01.2012","303,05","300,00","304,50","299,45","11,65B","0,80%"
"06.01.2012","300,65","301,35","305,75","298,65","13,56B","-0,12%"
"05.01.2012","301,00","307,50","309,55","300,80","18,40B","-1,91%"
"04.01.2012","306,85","309,25","310,35","305,25","13,20B","-0,37%"
"03.01.2012","308,00","294,95","308,25","294,95","15,18B","4,98%"
"30.12.2011","293,40","290,60","295,40","288,10","17,03B","1,31%"
"29.12.2011","289,60","295,90","295,90","286,75","19,19B","-2,16%"
